,transaction_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,transaction_year,transaction_month,transaction_day,address,postcode,state,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age_group
104,105,2017-10-26,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434.0,2017,October,Thursday,41 Service Lane,2217,New South Wales,11,Maribeth,Pristnor,Female,25,Recruiting Manager,Manufacturing,Mass Customer,N,No,1.0,21.0,20s
105,106,2017-02-15,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,2017,February,Wednesday,5 Moose Road,3977,Victoria,8,Glyn,,Male,54,Software Test Engineer III,Health,High Net Worth,N,Yes,18.0,56.0,50s
106,107,2017-12-22,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,2017,December,Friday,7342 Fieldstone Junction,2093,New South Wales,12,Pris,Stallebrass,Female,97,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9.0,32.0,30s
107,108,2017-10-11,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017,October,Wednesday,0 David Terrace,3204,Victoria,11,Kayle,Mingaud,Female,4,,,High Net Worth,N,No,3.0,29.0,20s
108,109,2017-03-27,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991.0,2017,March,Monday,15239 Northwestern Point,4300,QLD,4,Cody,Blabey,Male,16,Marketing Assistant,,Affluent Customer,N,Yes,4.0,44.0,40s
109,110,2017-11-04,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,2017,November,Saturday,60 Oneill Street,2170,New South Wales,9,Sascha,St. Quintin,Male,23,,Financial Services,Affluent Customer,N,No,1.0,22.0,20s
110,111,2017-06-11,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,2017,June,Sunday,8194 Sachtjen Drive,3844,Victoria,1,Cele,Evason,Female,65,Analyst Programmer,,Mass Customer,N,No,2.0,29.0,20s
111,112,2017-10-09,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,2017,October,Monday,0349 Farmco Terrace,2168,New South Wales,8,Shena,Parren,Female,88,Marketing Manager,Retail,High Net Worth,N,No,12.0,47.0,40s
112,113,2017-06-07,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0,2017,June,Wednesday,185 Pennsylvania Way,4226,QLD,6,Gage,Nickless,Male,67,Staff Scientist,,Mass Customer,N,No,20.0,67.0,60s
113,114,2017-10-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,2017,October,Tuesday,432 Longview Circle,3192,Victoria,10,Sunny,Swindells,Female,10,Teacher,Entertainment,Affluent Customer,N,No,8.0,37.0,30s
114,115,2017-05-01,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482.0,2017,May,Monday,5814 Bunker Hill Street,3070,Victoria,7,Alberik,Mereweather,Male,77,Account Executive,Health,Mass Customer,N,No,18.0,41.0,40s
115,116,2017-11-21,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,40553.0,2017,November,Tuesday,7 Carberry Crossing,2485,New South Wales,2,Scottie,Swiffen,Male,49,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2.0,24.0,20s
116,117,2017-03-24,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071.0,2017,March,Friday,53 Talisman Trail,2097,New South Wales,9,Nance,Suttling,Female,75,Marketing Manager,Manufacturing,Mass Customer,N,No,15.0,41.0,40s
117,118,2017-03-21,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,2017,March,Tuesday,5 Prairie Rose Road,4817,QLD,2,Prentice,Pearmain,Male,43,Budget/Accounting Analyst IV,,High Net Worth,N,No,19.0,63.0,60s
118,119,2017-02-20,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0,2017,February,Monday,84 Florence Parkway,2516,New South Wales,8,Willey,Chastanet,Male,9,Associate Professor,,High Net Worth,N,Yes,9.0,41.0,40s
119,120,2017-06-16,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,2017,June,Friday,739 Elmside Way,3074,Victoria,8,Sloan,Wagg,Male,80,Legal Assistant,Financial Services,High Net Worth,N,Yes,4.0,44.0,40s
120,121,2017-12-04,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888.0,2017,December,Monday,684 Northport Circle,2213,New South Wales,10,Myles,Pauncefort,Male,82,Graphic Designer,Manufacturing,Mass Customer,N,No,15.0,65.0,60s
121,122,2017-12-01,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0,2017,December,Friday,8 Hagan Hill,4508,QLD,4,Colver,Itter,Male,87,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12.0,44.0,40s
122,123,2017-03-05,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,2017,March,Sunday,0 Pearson Crossing,4405,QLD,1,Almeta,Kalinsky,Female,85,Analyst Programmer,Financial Services,High Net Worth,N,No,15.0,34.0,30s
123,124,2017-03-21,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,2017,March,Tuesday,10918 Merry Way,2452,New South Wales,5,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,N,Yes,5.0,28.0,20s
124,125,2017-01-03,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,2017,January,Tuesday,97 Coolidge Trail,2142,New South Wales,9,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,N,No,16.0,63.0,60s
125,126,2017-04-01,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823.0,2017,April,Saturday,58 Helena Hill,2205,New South Wales,7,Norman,Cliff,Male,53,Administrative Officer,Health,Mass Customer,N,Yes,3.0,30.0,30s
126,127,2017-03-16,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,2017,March,Thursday,352 Forster Place,4132,QLD,3,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,N,No,19.0,48.0,40s
127,128,2017-02-26,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,2017,February,Sunday,12306 Lawn Street,2145,New South Wales,8,Isidro,Cypler,Male,73,Systems Administrator III,Property,Mass Customer,N,Yes,12.0,45.0,40s
128,129,2017-06-05,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,2017,June,Monday,19392 7th Trail,4744,QLD,1,Weidar,Silkstone,Male,64,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0,37.0,30s
129,130,2017-09-04,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,2017,September,Monday,1605 Northfield Junction,2158,New South Wales,11,Raddy,Delete,Male,32,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0,25.0,20s
130,131,2017-01-18,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,2017,January,Wednesday,9674 Graceland Junction,3201,Victoria,6,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,N,No,8.0,58.0,50s
131,132,2017-09-28,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,2017,September,Thursday,638 Thackeray Junction,4178,QLD,3,Celesta,Willavoys,Female,5,Web Designer I,Manufacturing,Mass Customer,N,Yes,9.0,59.0,50s
132,133,2017-09-02,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539.0,2017,September,Saturday,869 Forster Circle,2112,New South Wales,10,Eldridge,Fiddeman,Male,12,VP Accounting,Financial Services,Mass Customer,N,Yes,16.0,45.0,40s
133,134,2017-05-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429.0,2017,May,Tuesday,0 Golden Leaf Crossing,2033,New South Wales,9,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5.0,25.0,20s
134,135,2017-10-17,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38859.0,2017,October,Tuesday,215 Lindbergh Trail,4401,QLD,1,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,N,No,3.0,48.0,40s
135,136,2017-04-25,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0,2017,April,Tuesday,829 Washington Crossing,3186,Victoria,9,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,N,Yes,7.0,49.0,40s
136,137,2017-09-23,0.0,Approved,,,,,1942.61,,,2017,September,Saturday,585 Loomis Court,2097,New South Wales,11,Vaughn,Artin,Male,27,Office Assistant II,Property,High Net Worth,N,No,10.0,35.0,30s
137,138,2017-08-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,2017,August,Wednesday,68063 Blue Bill Park Center,3058,Victoria,9,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,N,Yes,13.0,38.0,30s
138,139,2017-03-25,0.0,Cancelled,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833.0,2017,March,Saturday,15673 Farmco Point,4017,QLD,6,Gar,,Male,1,Operator,Telecommunications,Affluent Customer,N,No,4.0,58.0,50s
139,140,2017-01-01,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,42560.0,2017,January,Sunday,22 Oxford Junction,2315,New South Wales,3,Morrie,Flaxon,Male,9,Programmer Analyst III,Manufacturing,Mass Customer,N,No,2.0,29.0,20s
140,141,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,2017,December,Friday,7245 Cottonwood Center,2285,New South Wales,5,Townsend,Trobe,Male,67,Teacher,Financial Services,High Net Worth,N,Yes,10.0,68.0,60s
141,142,2017-12-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0,2017,December,Monday,20382 Spohn Alley,2219,New South Wales,11,Bentley,Fortesquieu,Male,57,Quality Engineer,Health,Affluent Customer,N,No,17.0,55.0,50s
142,143,2017-01-26,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047.0,2017,January,Thursday,12375 Cambridge Pass,2065,New South Wales,11,Kendall,Figg,Male,19,Operator,Argiculture,Mass Customer,N,Yes,11.0,65.0,60s
143,144,2017-12-20,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,2017,December,Wednesday,03 Granby Parkway,3216,Victoria,8,Jory,Barrabeale,Unknown,71,Environmental Tech,IT,Mass Customer,N,No,,,
144,145,2017-06-07,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693.0,2017,June,Wednesday,939 Coleman Pass,4509,QLD,7,Filippo,Ferrara,Male,33,Account Executive,Financial Services,Mass Customer,N,No,4.0,25.0,20s
145,146,2017-04-06,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,2017,April,Thursday,69914 Bowman Place,2330,New South Wales,7,Ricoriki,Matlock,Male,34,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8.0,38.0,30s
146,147,2017-04-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,2017,April,Tuesday,34457 Springview Street,2759,New South Wales,9,Rea,Pattrick,Female,32,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10.0,49.0,40s
147,148,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,2017,January,Friday,992 Old Shore Trail,2069,New South Wales,12,Jaquith,Maffey,Female,69,Programmer Analyst III,,Mass Customer,N,Yes,5.0,42.0,40s
148,149,2017-03-21,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,2017,March,Tuesday,453 Sheridan Street,2747,New South Wales,8,Drucy,Kausche,Female,41,Research Nurse,Health,Mass Customer,N,Yes,1.0,28.0,20s
149,150,2017-11-21,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0,2017,November,Tuesday,8 Mccormick Crossing,2227,New South Wales,8,Bradly,Crosse,Male,6,Cost Accountant,Financial Services,Affluent Customer,N,No,17.0,39.0,30s
150,151,2017-11-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698.0,2017,November,Saturday,63344 Holmberg Crossing,2025,New South Wales,10,Donnie,Brimson,Male,36,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13.0,58.0,50s
151,152,2017-10-16,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833.0,2017,October,Monday,9 Huxley Circle,3191,Victoria,11,Stephana,Cardew,Female,5,Compensation Analyst,Financial Services,Mass Customer,N,No,16.0,42.0,40s
152,153,2017-08-19,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,2017,August,Saturday,0 Hazelcrest Road,3025,Victoria,8,Lorilyn,Walshe,Female,73,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0,45.0,40s
153,154,2017-04-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,2017,April,Thursday,2 Continental Plaza,2263,New South Wales,6,Faydra,Dulieu,Female,90,Junior Executive,,Mass Customer,N,No,11.0,65.0,60s
154,155,2017-11-04,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42404.0,2017,November,Saturday,80 Duke Terrace,2233,New South Wales,10,Orran,Bogges,Male,4,Quality Engineer,Manufacturing,Mass Customer,N,No,10.0,37.0,30s
155,156,2017-08-22,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0,2017,August,Tuesday,860 Hintze Lane,2154,New South Wales,11,Shayla,Rimmington,Female,23,Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,43.0,40s
156,157,2017-09-15,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0,2017,September,Friday,3723 Bunker Hill Circle,2065,New South Wales,10,Chad,Houtby,Male,97,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0,48.0,40s
157,158,2017-03-01,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915.0,2017,March,Wednesday,5 Corry Court,2119,New South Wales,10,Hamlin,Odams,Male,99,Internal Auditor,,Affluent Customer,N,No,5.0,38.0,30s
158,159,2017-08-16,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,2017,August,Wednesday,65105 Sommers Pass,3016,Victoria,10,Arin,Matskevich,Male,90,Research Nurse,Health,Affluent Customer,N,No,13.0,36.0,30s
159,160,2017-08-27,0.0,Approved,,,,,1656.86,,,2017,August,Sunday,2054 Sommers Pass,4113,QLD,4,Wake,Durning,Male,5,Registered Nurse,Health,Mass Customer,N,No,18.0,58.0,50s
160,161,2017-07-10,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105.0,2017,July,Monday,22371 Miller Trail,2032,New South Wales,10,Tadd,Bloss,Male,49,,,Mass Customer,N,No,16.0,47.0,40s
161,162,2017-12-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,2017,December,Monday,35807 Oneill Way,4300,QLD,4,Port,Acuna,Male,90,Nurse Practicioner,IT,Mass Customer,N,No,15.0,43.0,40s
162,163,2017-05-20,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,2017,May,Saturday,75612 Clarendon Junction,4352,QLD,6,Kessia,Helder,Female,58,Librarian,Entertainment,High Net Worth,N,Yes,14.0,46.0,40s
163,164,2017-07-30,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,2017,July,Sunday,16 Golf View Center,3020,Victoria,6,Aarika,Van Vuuren,Female,55,Senior Editor,Retail,Affluent Customer,N,Yes,1.0,23.0,20s
164,165,2017-10-25,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,2017,October,Wednesday,93 Iowa Junction,2116,New South Wales,9,Aldon,Roelofs,Male,61,Administrative Officer,Argiculture,Mass Customer,N,Yes,12.0,39.0,30s
165,166,2017-11-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,2017,November,Monday,48 Cascade Terrace,3057,Victoria,8,Elston,Oleszczak,Male,54,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6.0,67.0,60s
166,167,2017-04-26,,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017,April,Wednesday,13950 Jackson Avenue,2099,New South Wales,11,Nathalie,Tideswell,Female,95,,Health,High Net Worth,N,Yes,17.0,53.0,50s
167,168,2017-02-02,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,2017,February,Thursday,35386 Mockingbird Road,3749,Victoria,4,Reggie,Broggetti,Unknown,8,General Manager,IT,Affluent Customer,N,Yes,,,
168,169,2017-05-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,38002.0,2017,May,Tuesday,2 Randy Point,2766,New South Wales,8,Alfy,Bruhnke,Male,20,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5.0,65.0,60s
169,170,2017-10-16,,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838.0,2017,October,Monday,6898 Redwing Park,2148,New South Wales,9,Jammal,Gever,Male,80,Pharmacist,Health,High Net Worth,N,No,21.0,47.0,40s
170,171,2017-10-22,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,2017,October,Sunday,52273 Bay Place,3145,Victoria,11,Halli,Davidoff,Female,62,Assistant Manager,Manufacturing,Mass Customer,N,No,10.0,52.0,50s
171,172,2017-04-11,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0,2017,April,Tuesday,272 Montana Avenue,2021,New South Wales,8,Hilton,Carney,Male,54,Editor,Manufacturing,Affluent Customer,N,Yes,6.0,34.0,30s
172,173,2017-11-16,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,2017,November,Thursday,82520 Mifflin Drive,2333,New South Wales,5,Ebba,Hanselmann,Female,99,General Manager,Health,Affluent Customer,N,No,1.0,26.0,20s
173,174,2017-12-17,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34586.0,2017,December,Sunday,8 Dixon Parkway,2783,New South Wales,7,Catie,Tosspell,Female,93,Food Chemist,Health,Mass Customer,N,No,12.0,33.0,30s
174,175,2017-12-23,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696.0,2017,December,Saturday,4 Dayton Terrace,2280,New South Wales,9,Templeton,Hambrook,Male,36,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,47.0,40s
175,176,2017-03-30,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,37873.0,2017,March,Thursday,216 Barnett Junction,4120,QLD,8,Angelo,Clayal,Male,39,Accountant I,Property,Mass Customer,N,No,10.0,31.0,30s
176,177,2017-04-13,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017,April,Thursday,8256 Annamark Court,3638,Victoria,1,Ondrea,Pablos,Female,25,Professor,Financial Services,High Net Worth,N,No,4.0,33.0,30s
177,178,2017-07-25,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,2017,July,Tuesday,83012 Dapin Lane,4300,QLD,4,Matthieu,Bertelmot,Male,2,,,Affluent Customer,N,No,8.0,56.0,50s
178,179,2017-01-31,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,2017,January,Tuesday,8 Haas Park,2074,New South Wales,10,Esteban,Sewill,Male,23,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6.0,57.0,50s
179,180,2017-03-18,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,2017,March,Saturday,50 Meadow Ridge Way,2880,New South Wales,1,Trisha,Neasham,Female,16,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,51.0,50s
180,181,2017-02-24,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,40670.0,2017,February,Friday,3567 Northfield Lane,2430,New South Wales,5,Pavla,Braunle,Female,49,Senior Editor,Manufacturing,Mass Customer,N,No,9.0,40.0,40s
181,182,2017-02-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345.0,2017,February,Saturday,0059 Brentwood Road,4560,QLD,7,Lydon,Dahlman,Male,99,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,30.0,30s
182,183,2017-01-07,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0,2017,January,Saturday,0274 Oneill Alley,2088,New South Wales,10,Dannie,Hissie,Female,7,Geologist III,Retail,Affluent Customer,N,No,3.0,25.0,20s
183,184,2017-07-05,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,2017,July,Wednesday,4179 Carioca Terrace,2220,New South Wales,11,Nappie,Paolo,Male,40,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7.0,51.0,50s
184,185,2017-11-19,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0,2017,November,Sunday,59265 Sullivan Junction,3031,Victoria,4,Crosby,Walcot,Male,80,,Property,Mass Customer,N,Yes,13.0,43.0,40s
185,186,2017-11-08,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,2017,November,Wednesday,7 Warbler Point,2250,New South Wales,9,Mireielle,Jeppe,Female,46,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,49.0,40s
186,187,2017-07-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,2017,July,Monday,3 Buell Park,2261,New South Wales,7,Pincas,Ather,Male,97,Structural Engineer,,Mass Customer,N,No,11.0,69.0,60s
187,188,2017-01-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,2017,January,Sunday,0 Bay Center,3196,Victoria,6,Audry,Seine,Female,54,Safety Technician II,Property,High Net Worth,N,Yes,13.0,47.0,40s
188,189,2017-01-12,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143.0,2017,January,Thursday,10878 Waywood Way,4352,QLD,7,Umberto,Torricella,Male,73,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,41.0,40s
189,190,2017-11-27,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0,2017,November,Monday,362 Mayer Terrace,4680,QLD,5,Hayley,Girardengo,Female,42,Registered Nurse,Health,Affluent Customer,N,No,10.0,44.0,40s
190,191,2017-06-30,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0,2017,June,Friday,43 Upham Crossing,3143,Victoria,9,Christopher,Heining,Male,22,Help Desk Operator,,Affluent Customer,N,Yes,6.0,63.0,60s
191,192,2017-07-15,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,2017,July,Saturday,0 Superior Drive,2747,New South Wales,8,Goldi,Osler,Female,2,Junior Executive,Health,Mass Customer,N,Yes,8.0,44.0,40s
192,193,2017-06-22,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880.0,2017,June,Thursday,8890 Golden Leaf Street,2063,New South Wales,12,Foss,Hardes,Male,13,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,58.0,50s
193,194,2017-05-02,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,2017,May,Tuesday,5484 Hagan Crossing,3021,Victoria,7,Ursala,Ferrai,Female,4,Web Developer III,Financial Services,Affluent Customer,N,No,10.0,48.0,40s
